bc.no,inter,species,cicon,compound,subclass,mol.wt,hydrolysis,timecourse,timepoint,time.unit,baseline.conc,base.error,conc,point.error,error.measure,source.graphno,metab.graphno,metab.measure
699,135,rat,10600103,Naringenin,Flavanones,272,None,FALSE,18,hours,0,NA,0.05,NA,NA,NA,NA,nmol/mL
707,138,pig,90908603,Norathyriol,Hydroxybenzoketones,260,?-glucuronidase and sulfatase,TRUE,197,hours,NA,NA,7.8,0.5,SD,NA,NA,µmol/L
707,138,pig,90908603,Norathyriol,Hydroxybenzoketones,260,?-glucuronidase and sulfatase,TRUE,245,hours,NA,NA,11.2,1,SD,NA,NA,µmol/L
707,138,pig,90908603,Norathyriol,Hydroxybenzoketones,260,?-glucuronidase and sulfatase,TRUE,293,hours,NA,NA,9.9,0,SD,NA,NA,µmol/L
707,138,pig,90908603,Norathyriol,Hydroxybenzoketones,260,?-glucuronidase and sulfatase,TRUE,298,hours,NA,NA,8.2,1,SD,NA,NA,µmol/L
707,138,pig,90908603,Norathyriol,Hydroxybenzoketones,260,?-glucuronidase and sulfatase,TRUE,341,hours,NA,NA,0,NA,SD,NA,NA,µmol/L
713,139,human,10301403,Phloretin 2'-O-glucuronide,Dihydrochalcones,450,None,TRUE,0.5,hours,0,NA,200,NA,SEM,NA,NA,nmol/L
713,139,human,10301403,Phloretin 2'-O-glucuronide,Dihydrochalcones,450,None,TRUE,1,hours,0,NA,120,NA,NA,NA,NA,nmol/L
713,139,human,10301403,Phloretin 2'-O-glucuronide,Dihydrochalcones,450,None,TRUE,2,hours,0,NA,50,NA,NA,NA,NA,nmol/L
713,139,human,10301403,Phloretin 2'-O-glucuronide,Dihydrochalcones,450,None,TRUE,4,hours,0,NA,60,NA,NA,NA,NA,nmol/L
713,139,human,10301403,Phloretin 2'-O-glucuronide,Dihydrochalcones,450,None,TRUE,8,hours,0,NA,10,NA,NA,NA,NA,nmol/L
748,140,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,30,minutes,0,NA,0.05,NA,SD,14001,NA,µmol/L
748,140,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,60,minutes,0,NA,0,NA,NA,14001,NA,µmol/L
748,140,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,90,minutes,0,NA,0.03,NA,NA,14001,NA,µmol/L
748,140,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,180,minutes,0,NA,0,NA,NA,14001,NA,µmol/L
748,140,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,600,minutes,0,NA,0.04,NA,NA,14001,NA,µmol/L
749,141,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,30,minutes,0,NA,0.78,NA,SD,14001,NA,µmol/L
749,141,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,60,minutes,0,NA,0.38,NA,NA,14001,NA,µmol/L
749,141,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,90,minutes,0,NA,0.21,NA,NA,14001,NA,µmol/L
749,141,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,180,minutes,0,NA,0.09,NA,NA,14001,NA,µmol/L
749,141,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,600,minutes,0,NA,0.05,NA,NA,14001,NA,µmol/L
750,144,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,15,NA,SD,14002,NA,ng/mL
750,144,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,3,hours,0,NA,4,NA,NA,14002,NA,ng/mL
750,144,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,40,NA,NA,14002,NA,ng/mL
750,144,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,25,NA,NA,14002,NA,ng/mL
750,144,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,5,NA,NA,14002,NA,ng/mL
764,144,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,0,NA,SD,14401,NA,ng/mL
764,144,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,3,hours,0,NA,0,NA,NA,14401,NA,ng/mL
764,144,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,10,NA,NA,14401,NA,ng/mL
764,144,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,7,NA,NA,14401,NA,ng/mL
764,144,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,1,NA,NA,14401,NA,ng/mL
751,145,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,0,NA,SD,14002,NA,ng/mL
751,145,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,3,hours,0,NA,0,NA,NA,14002,NA,ng/mL
751,145,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,25,NA,NA,14002,NA,ng/mL
751,145,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,18,NA,NA,14002,NA,ng/mL
751,145,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,NA,14002,NA,ng/mL
765,145,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,3,NA,SD,14401,NA,ng/mL
765,145,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,3,hours,0,NA,5,NA,NA,14401,NA,ng/mL
765,145,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,10,NA,NA,14401,NA,ng/mL
765,145,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,5,NA,NA,14401,NA,ng/mL
765,145,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,NA,14401,NA,ng/mL
788,147,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,0.06,NA,SD,14701,NA,µmol/L
788,147,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0.039,NA,NA,14701,NA,µmol/L
788,147,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,0.041,NA,NA,14701,NA,µmol/L
788,147,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.02,NA,NA,14701,NA,µmol/L
788,147,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,NA,14701,NA,µmol/L
790,147,human,30203303,5-Caffeoylquinic acid,Hydroxycinnamic acids,354,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,0.06,0.05,SD,14702,NA,µmol/L
790,147,human,30203303,5-Caffeoylquinic acid,Hydroxycinnamic acids,354,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0.04,NA,NA,14702,NA,µmol/L
790,147,human,30203303,5-Caffeoylquinic acid,Hydroxycinnamic acids,354,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,0.1,NA,NA,14702,NA,µmol/L
790,147,human,30203303,5-Caffeoylquinic acid,Hydroxycinnamic acids,354,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.05,NA,NA,14702,NA,µmol/L
790,147,human,30203303,5-Caffeoylquinic acid,Hydroxycinnamic acids,354,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,NA,14702,NA,µmol/L
787,148,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,0,NA,NA,14701,NA,µmol/L
787,148,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0.0005,NA,NA,14701,NA,µmol/L
787,148,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,0.01,NA,NA,14701,NA,µmol/L
787,148,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.02,NA,NA,14701,NA,µmol/L
787,148,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,NA,14701,NA,µmol/L
789,148,human,30203303,5-Caffeoylquinic acid,Hydroxycinnamic acids,354,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,0.025,NA,NA,14702,NA,µmol/L
789,148,human,30203303,5-Caffeoylquinic acid,Hydroxycinnamic acids,354,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0.01,NA,NA,14702,NA,µmol/L
789,148,human,30203303,5-Caffeoylquinic acid,Hydroxycinnamic acids,354,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,0.04,NA,NA,14702,NA,µmol/L
789,148,human,30203303,5-Caffeoylquinic acid,Hydroxycinnamic acids,354,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.04,NA,NA,14702,NA,µmol/L
789,148,human,30203303,5-Caffeoylquinic acid,Hydroxycinnamic acids,354,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0.01,NA,NA,14702,NA,µmol/L
791,149,rat,10600903,Naringin,Flavanones,581,None,TRUE,0.5,hours,NA,NA,1250,NA,SD,NA,14901,ng/mL
791,149,rat,10600903,Naringin,Flavanones,581,None,TRUE,0.75,hours,NA,NA,2250,NA,NA,NA,14901,ng/mL
791,149,rat,10600903,Naringin,Flavanones,581,None,TRUE,1,hours,NA,NA,600,NA,NA,NA,14901,ng/mL
791,149,rat,10600903,Naringin,Flavanones,581,None,TRUE,2,hours,NA,NA,250,NA,NA,NA,14901,ng/mL
791,149,rat,10600903,Naringin,Flavanones,581,None,TRUE,12,hours,NA,NA,250,NA,NA,NA,14901,ng/mL
792,149,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,0.5,hours,NA,NA,0,NA,SD,NA,14901,ng/mL
792,149,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,4,hours,NA,NA,100,NA,NA,NA,14901,ng/mL
792,149,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,6,hours,NA,NA,250,NA,NA,NA,14901,ng/mL
792,149,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,8,hours,NA,NA,500,NA,NA,NA,14901,ng/mL
792,149,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,12,hours,NA,NA,0,NA,NA,NA,14901,ng/mL
793,150,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,1,weeks,7.1,NA,44,NA,NA,NA,15001,nmol/L
793,150,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,3,weeks,7.1,NA,68.7,NA,NA,NA,15001,nmol/L
794,150,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,1,weeks,3.3,NA,34,NA,NA,NA,15001,nmol/L
794,150,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,3,weeks,3.3,NA,21.6,NA,NA,NA,15001,nmol/L
800,152,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,170,NA,NA,NA,15202,µmol/L
800,152,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,220,NA,NA,NA,15202,µmol/L
800,152,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,185,NA,NA,NA,15202,µmol/L
800,152,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,NA,NA,15202,µmol/L
800,152,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,48,hours,0,NA,0,NA,NA,NA,15202,µmol/L
802,152,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,25,NA,SD,NA,15202,µmol/L
802,152,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,132,NA,NA,NA,15202,µmol/L
802,152,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,150,NA,NA,NA,15202,µmol/L
802,152,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,NA,NA,15202,µmol/L
802,152,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,48,hours,0,NA,0,NA,NA,NA,15202,µmol/L
804,152,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,85,NA,SD,NA,15202,µmol/L
804,152,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,125,NA,NA,NA,15202,µmol/L
804,152,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,120,NA,NA,NA,15202,µmol/L
804,152,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,NA,NA,15202,µmol/L
804,152,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,48,hours,0,NA,0,NA,NA,NA,15202,µmol/L
805,153,rat,10600803,Hesperidin,Flavanones,611,None,FALSE,12,hours,NA,NA,11.9,NA,SD,NA,NA,ng/mL
806,153,rat,10601203,Neohesperidin,Flavanones,611,None,FALSE,12,hours,NA,NA,14.3,NA,SD,NA,NA,ng/mL
807,153,rat,10600903,Naringin,Flavanones,581,None,FALSE,12,hours,NA,NA,16.3,NA,SD,NA,NA,ng/mL
808,154,rat,10600103,Naringenin,Flavanones,272,None,TRUE,2,hours,NA,NA,0,NA,NA,15401,NA,ng/mL
808,154,rat,10600103,Naringenin,Flavanones,272,None,TRUE,4,hours,NA,NA,0,NA,NA,15401,NA,ng/mL
808,154,rat,10600103,Naringenin,Flavanones,272,None,TRUE,6,hours,NA,NA,0,NA,NA,15401,NA,ng/mL
808,154,rat,10600103,Naringenin,Flavanones,272,None,TRUE,12,hours,NA,NA,0,NA,NA,15401,NA,ng/mL
808,154,rat,10600103,Naringenin,Flavanones,272,None,TRUE,24,hours,NA,NA,0,NA,NA,15401,NA,ng/mL
809,154,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,2,hours,NA,NA,8000,NA,NA,15501,NA,ng/mL
809,154,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,4,hours,NA,NA,4000,NA,NA,15501,NA,ng/mL
809,154,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,6,hours,NA,NA,0,NA,NA,15501,NA,ng/mL
809,154,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,12,hours,NA,NA,0,NA,NA,15501,NA,ng/mL
809,154,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,24,hours,NA,NA,0,NA,NA,15501,NA,ng/mL
810,155,rat,10600103,Naringenin,Flavanones,272,None,TRUE,2,hours,NA,NA,1000,NA,NA,15401,NA,ng/mL
810,155,rat,10600103,Naringenin,Flavanones,272,None,TRUE,4,hours,NA,NA,900,NA,NA,15401,NA,ng/mL
810,155,rat,10600103,Naringenin,Flavanones,272,None,TRUE,6,hours,NA,NA,1500,NA,NA,15401,NA,ng/mL
810,155,rat,10600103,Naringenin,Flavanones,272,None,TRUE,12,hours,NA,NA,800,NA,NA,15401,NA,ng/mL
810,155,rat,10600103,Naringenin,Flavanones,272,None,TRUE,24,hours,NA,NA,0,NA,NA,15401,NA,ng/mL
811,155,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,2,hours,NA,NA,28000,NA,NA,15501,NA,ng/mL
811,155,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,4,hours,NA,NA,10000,NA,NA,15501,NA,ng/mL
811,155,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,6,hours,NA,NA,8000,NA,NA,15501,NA,ng/mL
811,155,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,12,hours,NA,NA,0,NA,NA,15501,NA,ng/mL
811,155,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,24,hours,NA,NA,0,NA,NA,15501,NA,ng/mL
812,156,rat,10600103,Naringenin,Flavanones,272,None,TRUE,2,hours,NA,NA,2600,NA,NA,15401,NA,ng/mL
812,156,rat,10600103,Naringenin,Flavanones,272,None,TRUE,4,hours,NA,NA,1900,NA,NA,15401,NA,ng/mL
812,156,rat,10600103,Naringenin,Flavanones,272,None,TRUE,6,hours,NA,NA,1500,NA,NA,15401,NA,ng/mL
812,156,rat,10600103,Naringenin,Flavanones,272,None,TRUE,12,hours,NA,NA,800,NA,NA,15401,NA,ng/mL
812,156,rat,10600103,Naringenin,Flavanones,272,None,TRUE,24,hours,NA,NA,0,NA,NA,15401,NA,ng/mL
813,156,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,2,hours,NA,NA,45000,NA,NA,15501,NA,ng/mL
813,156,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,4,hours,NA,NA,4100,NA,NA,15501,NA,ng/mL
813,156,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,6,hours,NA,NA,30000,NA,NA,15501,NA,ng/mL
813,156,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,12,hours,NA,NA,16000,NA,NA,15501,NA,ng/mL
813,156,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,24,hours,NA,NA,0,NA,NA,15501,NA,ng/mL
814,157,dog,10600903,Naringin,Flavanones,581,None,TRUE,10,minutes,NA,NA,70,NA,NA,NA,15701,nmol/L
814,157,dog,10600903,Naringin,Flavanones,581,None,TRUE,20,minutes,NA,NA,48,NA,NA,NA,15701,nmol/L
814,157,dog,10600903,Naringin,Flavanones,581,None,TRUE,40,minutes,NA,NA,90,NA,NA,NA,15701,nmol/L
814,157,dog,10600903,Naringin,Flavanones,581,None,TRUE,240,minutes,NA,NA,40,NA,NA,NA,15701,nmol/L
814,157,dog,10600903,Naringin,Flavanones,581,None,TRUE,480,minutes,NA,NA,5,NA,NA,NA,15701,nmol/L
815,157,dog,10600103,Naringenin,Flavanones,272,None,TRUE,10,minutes,NA,NA,25,NA,NA,NA,15701,nmol/L
815,157,dog,10600103,Naringenin,Flavanones,272,None,TRUE,20,minutes,NA,NA,25,NA,NA,NA,15701,nmol/L
815,157,dog,10600103,Naringenin,Flavanones,272,None,TRUE,40,minutes,NA,NA,10,NA,NA,NA,15701,nmol/L
815,157,dog,10600103,Naringenin,Flavanones,272,None,TRUE,240,minutes,NA,NA,0,NA,NA,NA,15701,nmol/L
815,157,dog,10600103,Naringenin,Flavanones,272,None,TRUE,480,minutes,NA,NA,0,NA,NA,NA,15701,nmol/L
818,159,rat,10603403,Homoeriodictyol,Flavanones,302,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0.22,NA,NA,NA,15901,µmol/L
818,159,rat,10603403,Homoeriodictyol,Flavanones,302,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.35,NA,NA,NA,15901,µmol/L
818,159,rat,10603403,Homoeriodictyol,Flavanones,302,?-glucuronidase and sulfatase,TRUE,12,hours,0,NA,0.15,NA,NA,NA,15901,µmol/L
818,159,rat,10603403,Homoeriodictyol,Flavanones,302,?-glucuronidase and sulfatase,TRUE,15,hours,0,NA,0.01,NA,NA,NA,15901,µmol/L
819,159,rat,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0.6,NA,NA,NA,15901,µmol/L
819,159,rat,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.25,NA,NA,NA,15901,µmol/L
819,159,rat,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,12,hours,0,NA,0.15,NA,NA,NA,15901,µmol/L
819,159,rat,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,15,hours,0,NA,0.1,NA,NA,NA,15901,µmol/L
820,159,rat,10603103,Hesperetin 7-O-glucuronide,Flavanones,478,None,TRUE,4,hours,0,NA,0.2,NA,NA,NA,15901,µmol/L
820,159,rat,10603103,Hesperetin 7-O-glucuronide,Flavanones,478,None,TRUE,8,hours,0,NA,0.1,NA,NA,NA,15901,µmol/L
820,159,rat,10603103,Hesperetin 7-O-glucuronide,Flavanones,478,None,TRUE,12,hours,0,NA,0.08,NA,NA,NA,15901,µmol/L
820,159,rat,10603103,Hesperetin 7-O-glucuronide,Flavanones,478,None,TRUE,15,hours,0,NA,0,NA,NA,NA,15901,µmol/L
821,159,rat,10603003,Hesperetin 3'-O-glucuronide,Flavanones,478,None,TRUE,4,hours,0,NA,0.18,NA,NA,NA,15901,µmol/L
821,159,rat,10603003,Hesperetin 3'-O-glucuronide,Flavanones,478,None,TRUE,8,hours,0,NA,0.08,NA,NA,NA,15901,µmol/L
821,159,rat,10603003,Hesperetin 3'-O-glucuronide,Flavanones,478,None,TRUE,12,hours,0,NA,0.01,NA,NA,NA,15901,µmol/L
821,159,rat,10603003,Hesperetin 3'-O-glucuronide,Flavanones,478,None,TRUE,15,hours,0,NA,0,NA,NA,NA,15901,µmol/L
822,160,rat,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,4,hours,NA,NA,50,NA,NA,NA,NA,ng/mL
825,160,rat,10600203,Eriodictyol,Flavanones,288,?-glucuronidase and sulfatase,FALSE,4,hours,NA,NA,350,NA,NA,NA,NA,ng/mL
828,160,rat,10600203,Eriodictyol,Flavanones,288,?-glucuronidase and sulfatase,FALSE,4,hours,NA,NA,275,NA,NA,NA,NA,ng/mL
831,160,rat,30200503,Caffeic acid,Hydroxycinnamic acids,180,None,FALSE,4,hours,NA,NA,3.4,NA,NA,NA,NA,ng/mL
846,164,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,1,hours,NA,NA,0,NA,SD,16401,NA,µmol/L
846,164,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,2,hours,NA,NA,0.125,NA,SD,16401,NA,µmol/L
846,164,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,3,hours,NA,NA,0.125,NA,SD,16401,NA,µmol/L
846,164,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,7,hours,NA,NA,0.3,NA,SD,16401,NA,µmol/L
846,164,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,10,hours,NA,NA,0.125,NA,SD,16401,NA,µmol/L
847,165,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,0.5,hours,NA,NA,2.6,NA,SD,16401,NA,µmol/L
847,165,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,1,hours,NA,NA,0.9,NA,SD,16401,NA,µmol/L
847,165,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,3,hours,NA,NA,0.25,NA,SD,16401,NA,µmol/L
847,165,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,7,hours,NA,NA,0.3,NA,SD,16401,NA,µmol/L
847,165,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,10,hours,NA,NA,0.12,NA,SD,16401,NA,µmol/L
848,166,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,1,hours,NA,NA,0,NA,SD,16401,NA,µmol/L
848,166,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,2,hours,NA,NA,0.125,NA,SD,16401,NA,µmol/L
848,166,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,3,hours,NA,NA,0.125,NA,SD,16401,NA,µmol/L
848,166,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,7,hours,NA,NA,0.8,NA,SD,16401,NA,µmol/L
848,166,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,10,hours,NA,NA,0.7,NA,SD,16401,NA,µmol/L
873,170,rat,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,24,hours,NA,NA,0.23,0.06,SEM,NA,NA,µmol/L
875,170,rat,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,FALSE,24,hours,NA,NA,17,2.6,SEM,NA,NA,µmol/L
877,170,rat,10602103,Isosakuranetin,Flavanones,286,?-glucuronidase and sulfatase,FALSE,24,hours,NA,NA,0.12,0.02,SEM,NA,NA,µmol/L
879,171,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,FALSE,10,hours,NA,NA,NA,NA,SD,NA,NA,nmol/L
881,171,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,10,hours,NA,NA,NA,NA,SD,NA,NA,nmol/L
883,172,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,FALSE,10,hours,NA,NA,NA,NA,SD,NA,NA,nmol/L
885,172,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,10,hours,NA,NA,NA,NA,SD,NA,NA,nmol/L
887,173,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,FALSE,10,hours,NA,NA,NA,NA,SD,NA,NA,nmol/L
889,173,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,10,hours,NA,NA,NA,NA,SD,NA,NA,nmol/L
891,174,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,FALSE,10,hours,NA,NA,NA,NA,SD,NA,NA,nmol/L
893,174,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,10,hours,NA,NA,NA,NA,SD,NA,NA,nmol/L
895,175,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,FALSE,10,hours,NA,NA,NA,NA,SD,NA,NA,nmol/L
897,175,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,10,hours,NA,NA,NA,NA,SD,NA,NA,nmol/L
899,176,rat,10600903,Naringin,Flavanones,581,None,TRUE,0.5,hours,NA,NA,1900,NA,SD,NA,17601,ng/mL
899,176,rat,10600903,Naringin,Flavanones,581,None,TRUE,1,hours,NA,NA,1100,NA,NA,NA,17601,ng/mL
899,176,rat,10600903,Naringin,Flavanones,581,None,TRUE,4,hours,NA,NA,250,NA,NA,NA,17601,ng/mL
899,176,rat,10600903,Naringin,Flavanones,581,None,TRUE,8,hours,NA,NA,200,NA,NA,NA,17601,ng/mL
899,176,rat,10600903,Naringin,Flavanones,581,None,TRUE,24,hours,NA,NA,0,NA,NA,NA,17601,ng/mL
900,176,rat,10600103,Naringenin,Flavanones,272,None,TRUE,0.5,hours,NA,NA,40,NA,SD,NA,17601,ng/mL
900,176,rat,10600103,Naringenin,Flavanones,272,None,TRUE,1,hours,NA,NA,50,NA,NA,NA,17601,ng/mL
