bc.no,inter,species,cicon,compound,subclass,mol.wt,hydrolysis,timecourse,cumulative,source.graphno,metab.graphno,timepoint,timepoint2,timepoint3,timepoint4,timepoint5,time.unit,baseline.conc,baseline.error,conc,conc.error,metab.measure,error.measure
720,139,human,30506703,Dihydroferulic acid 4-sulfate,Hydroxyphenylpropanoic acids,276,None,TRUE,TRUE,NA,13901,5,NA,NA,NA,NA,hours,0,NA,0.18,NA,µmol,NA
720,139,human,30506703,Dihydroferulic acid 4-sulfate,Hydroxyphenylpropanoic acids,276,None,TRUE,TRUE,NA,13901,8,NA,NA,NA,NA,hours,0,NA,0.38,NA,µmol,NA
720,139,human,30506703,Dihydroferulic acid 4-sulfate,Hydroxyphenylpropanoic acids,276,None,TRUE,TRUE,NA,13901,24,NA,NA,NA,NA,hours,0,NA,0.68,NA,µmol,NA
721,139,human,30225203,Feruloylglycine,Hydroxycinnamic acids,251,None,TRUE,TRUE,NA,13901,2,5,8,24,NA,hours,0,NA,0.6,NA,µmol,NA
721,139,human,30225203,Feruloylglycine,Hydroxycinnamic acids,251,None,TRUE,TRUE,NA,13901,5,NA,NA,NA,NA,hours,0,NA,1.1,NA,µmol,NA
721,139,human,30225203,Feruloylglycine,Hydroxycinnamic acids,251,None,TRUE,TRUE,NA,13901,8,NA,NA,NA,NA,hours,0,NA,2.2,NA,µmol,NA
721,139,human,30225203,Feruloylglycine,Hydroxycinnamic acids,251,None,TRUE,TRUE,NA,13901,24,NA,NA,NA,NA,hours,0,NA,6.3,NA,µmol,NA
731,140,human,10603103,Hesperetin 7-O-glucuronide,Flavanones,478,None,FALSE,FALSE,NA,NA,7.5,NA,NA,NA,NA,hours,NA,NA,2,NA,µmol/L,NA
732,141,human,10603103,Hesperetin 7-O-glucuronide,Flavanones,478,None,FALSE,FALSE,NA,NA,2.5,NA,NA,NA,NA,hours,NA,NA,12,NA,µmol/L,NA
733,142,human,10603103,Hesperetin 7-O-glucuronide,Flavanones,478,None,FALSE,FALSE,NA,NA,7.5,NA,NA,NA,NA,hours,NA,NA,5,NA,µmol/L,NA
734,140,human,10603003,Hesperetin 3'-O-glucuronide,Flavanones,478,None,FALSE,FALSE,NA,NA,7.5,NA,NA,NA,NA,hours,NA,NA,7,NA,µmol/L,NA
735,141,human,10603003,Hesperetin 3'-O-glucuronide,Flavanones,478,None,FALSE,FALSE,NA,NA,2.5,NA,NA,NA,NA,hours,NA,NA,41,NA,µmol/L,NA
736,142,human,10603003,Hesperetin 3'-O-glucuronide,Flavanones,478,None,FALSE,FALSE,NA,NA,7.5,NA,NA,NA,NA,hours,NA,NA,49,NA,µmol/L,NA
737,140,human,10603203,Hesperetin 3'-sulfate,Flavanones,382,None,FALSE,FALSE,NA,NA,7.5,NA,NA,NA,NA,hours,NA,NA,1,NA,µmol/L,NA
738,141,human,10603203,Hesperetin 3'-sulfate,Flavanones,382,None,FALSE,FALSE,NA,NA,2.5,NA,NA,NA,NA,hours,NA,NA,8,NA,µmol/L,NA
739,142,human,10603203,Hesperetin 3'-sulfate,Flavanones,382,None,FALSE,FALSE,NA,NA,7.5,NA,NA,NA,NA,hours,NA,NA,7,NA,µmol/L,NA
740,140,human,10603703,Naringenin 7-O-glucuronide,Flavanones,448,None,FALSE,FALSE,NA,NA,7.5,NA,NA,NA,NA,hours,NA,NA,0.2,NA,µmol/L,NA
741,141,human,10603703,Naringenin 7-O-glucuronide,Flavanones,448,None,FALSE,FALSE,NA,NA,2.5,NA,NA,NA,NA,hours,NA,NA,1.8,NA,µmol/L,NA
742,142,human,10603703,Naringenin 7-O-glucuronide,Flavanones,448,None,FALSE,FALSE,NA,NA,7.5,NA,NA,NA,NA,hours,NA,NA,0.2,NA,µmol/L,NA
743,140,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,FALSE,FALSE,NA,NA,7.5,NA,NA,NA,NA,hours,NA,NA,0.48,NA,µmol/L,NA
744,141,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,FALSE,FALSE,NA,NA,2.5,NA,NA,NA,NA,hours,NA,NA,1.5,NA,µmol/L,NA
745,142,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,FALSE,FALSE,NA,NA,7.5,NA,NA,NA,NA,hours,NA,NA,0.3,NA,µmol/L,NA
746,140,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,141,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,144,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,145,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,144,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,145,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,146,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,146,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,150,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,FALSE,NA,15002,1,3,NA,NA,NA,weeks,0.76,NA,3.04,NA,nmol/mg creatinine,NA
795,150,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,FALSE,NA,15002,3,NA,NA,NA,NA,weeks,0.76,NA,4.56,NA,nmol/mg creatinine,NA
796,150,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,FALSE,NA,15002,1,3,NA,NA,NA,weeks,0.49,NA,10.29,NA,nmol/mg creatinine,NA
796,150,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,FALSE,NA,15002,3,NA,NA,NA,NA,weeks,0.49,NA,7.84,NA,nmol/mg creatinine,NA
797,151,human,10600903,Naringin,Flavanones,581,None,TRUE,TRUE,NA,15101,4,8,12,16,24,hours,0,NA,0.117,NA,µmol,NA
797,151,human,10600903,Naringin,Flavanones,581,None,TRUE,TRUE,NA,15101,8,NA,NA,NA,NA,hours,0,NA,0.2691,NA,µmol,NA
797,151,human,10600903,Naringin,Flavanones,581,None,TRUE,TRUE,NA,15101,12,NA,NA,NA,NA,hours,0,NA,0.273,NA,µmol,NA
797,151,human,10600903,Naringin,Flavanones,581,None,TRUE,TRUE,NA,15101,16,NA,NA,NA,NA,hours,0,NA,0.276,NA,µmol,NA
797,151,human,10600903,Naringin,Flavanones,581,None,TRUE,TRUE,NA,15101,24,NA,NA,NA,NA,hours,0,NA,0.276,NA,µmol,NA
798,151,human,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,TRUE,NA,15101,4,8,12,16,24,hours,0,NA,0.33,NA,µmol,NA
798,151,human,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,TRUE,NA,15101,8,NA,NA,NA,NA,hours,0,NA,0.75,NA,µmol,NA
798,151,human,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,TRUE,NA,15101,12,NA,NA,NA,NA,hours,0,NA,2.483,NA,µmol,NA
798,151,human,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,TRUE,NA,15101,16,NA,NA,NA,NA,hours,0,NA,2.73,NA,µmol,NA
798,151,human,10600103,Naringenin,Flavanones,272,?-glucuronidase,TRUE,TRUE,NA,15101,24,NA,NA,NA,NA,hours,0,NA,3.86,NA,µmol,NA
799,152,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,3,6,12,24,48,hours,0,NA,456,NA,µg,SD
799,152,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,6,NA,NA,NA,NA,hours,0,NA,1846,NA,µg,SD
799,152,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,12,NA,NA,NA,NA,hours,0,NA,2798,NA,µg,SD
799,152,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,24,NA,NA,NA,NA,hours,0,NA,3076,NA,µg,SD
799,152,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,48,NA,NA,NA,NA,hours,0,NA,3160,NA,µg,SD
801,152,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,3,6,12,24,48,hours,0,NA,103,NA,µg,SD
801,152,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,6,NA,NA,NA,NA,hours,0,NA,905,NA,µg,SD
801,152,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,12,NA,NA,NA,NA,hours,0,NA,1785,NA,µg,SD
801,152,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,24,NA,NA,NA,NA,hours,0,NA,2221,NA,µg,SD
801,152,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,48,NA,NA,NA,NA,hours,0,NA,2278,NA,µg,SD
803,152,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,3,6,12,24,48,hours,0,NA,31,NA,µg,SD
803,152,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,6,NA,NA,NA,NA,hours,0,NA,104,NA,µg,SD
803,152,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,12,NA,NA,NA,NA,hours,0,NA,178,NA,µg,SD
803,152,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,24,NA,NA,NA,NA,hours,0,NA,199,NA,µg,SD
803,152,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,TRUE,NA,15201,48,NA,NA,NA,NA,hours,0,NA,227,NA,µg,SD
823,161,rat,10600303,Hesperetin,Flavanones,302,None,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,25,NA,µg,NA
824,161,rat,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,20,NA,µg,NA
826,161,rat,10600203,Eriodictyol,Flavanones,288,None,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,40,NA,µg,NA
827,161,rat,10600203,Eriodictyol,Flavanones,288,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,85,NA,µg,NA
829,161,rat,10600203,Eriodictyol,Flavanones,288,None,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,90,NA,µg,NA
830,161,rat,10600203,Eriodictyol,Flavanones,288,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,25,NA,µg,NA
832,161,rat,30200503,Caffeic acid,Hydroxycinnamic acids,180,None,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,2,NA,µg,NA
833,161,rat,30200503,Caffeic acid,Hydroxycinnamic acids,180,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,0.5,NA,µg,NA
836,162,human,10603703,Naringenin 7-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16201,NA,2,5,10,24,NA,hours,0,NA,67,NA,nmol,SEM
836,162,human,10603703,Naringenin 7-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16201,NA,5,NA,NA,NA,NA,hours,0,NA,462,NA,nmol,SEM
836,162,human,10603703,Naringenin 7-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16201,NA,10,NA,NA,NA,NA,hours,0,NA,804,NA,nmol,SEM
836,162,human,10603703,Naringenin 7-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16201,NA,24,NA,NA,NA,NA,hours,0,NA,1001,344,nmol,SEM
837,163,human,10603703,Naringenin 7-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16201,NA,2,5,10,24,NA,hours,0,NA,13,NA,nmol,SEM
837,163,human,10603703,Naringenin 7-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16201,NA,5,NA,NA,NA,NA,hours,0,NA,200,NA,nmol,SEM
837,163,human,10603703,Naringenin 7-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16201,NA,10,NA,NA,NA,NA,hours,0,NA,580,NA,nmol,SEM
837,163,human,10603703,Naringenin 7-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16201,NA,24,NA,NA,NA,NA,hours,0,NA,789,319,nmol,SEM
840,162,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16202,NA,2,5,10,24,NA,hours,0,NA,59,NA,nmol,SEM
840,162,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16202,NA,5,NA,NA,NA,NA,hours,0,NA,347,NA,nmol,SEM
840,162,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16202,NA,10,NA,NA,NA,NA,hours,0,NA,624,NA,nmol,SEM
840,162,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16202,NA,24,NA,NA,NA,NA,hours,0,NA,976,389,nmol,SEM
841,163,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16202,NA,2,5,10,24,NA,hours,0,NA,21,NA,nmol,SEM
841,163,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16202,NA,5,NA,NA,NA,NA,hours,0,NA,236,NA,nmol,SEM
841,163,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16202,NA,10,NA,NA,NA,NA,hours,0,NA,736,NA,nmol,SEM
841,163,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16202,NA,24,NA,NA,NA,NA,hours,0,NA,1034,334,nmol,SEM
844,162,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16203,NA,2,5,10,24,NA,hours,0,NA,9.3,NA,nmol,SEM
844,162,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16203,NA,5,NA,NA,NA,NA,hours,0,NA,381.3,NA,nmol,SEM
844,162,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16203,NA,10,NA,NA,NA,NA,hours,0,NA,1032.3,NA,nmol,SEM
844,162,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16203,NA,24,NA,NA,NA,NA,hours,0,NA,1373,471,nmol,SEM
845,163,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16203,NA,2,5,10,24,NA,hours,0,NA,0,NA,nmol,SEM
845,163,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16203,NA,5,NA,NA,NA,NA,hours,0,NA,184,NA,nmol,SEM
845,163,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16203,NA,10,NA,NA,NA,NA,hours,0,NA,748,NA,nmol,SEM
845,163,human,10603503,Naringenin 4'-O-glucuronide,Flavanones,448,None,TRUE,TRUE,16203,NA,24,NA,NA,NA,NA,hours,0,NA,1301,411,nmol,SEM
849,164,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD
850,165,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD
851,166,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD
852,167,human,30306003,3-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16701,NA,2,5,10,24,NA,hours,0,NA,0.1,NA,µmol,SEM
852,167,human,30306003,3-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16701,NA,5,NA,NA,NA,NA,hours,0,NA,0.4,NA,µmol,SEM
852,167,human,30306003,3-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16701,NA,10,NA,NA,NA,NA,hours,0,NA,202,NA,µmol,SEM
852,167,human,30306003,3-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16701,NA,24,NA,NA,NA,NA,hours,0,NA,7.3,3,µmol,SEM
853,168,human,30306003,3-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16701,NA,2,5,10,24,NA,hours,0,NA,0.3,NA,µmol,SEM
853,168,human,30306003,3-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16701,NA,5,NA,NA,NA,NA,hours,0,NA,0.5,NA,µmol,SEM
853,168,human,30306003,3-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16701,NA,10,NA,NA,NA,NA,hours,0,NA,0.8,NA,µmol,SEM
853,168,human,30306003,3-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16701,NA,24,NA,NA,NA,NA,hours,0,NA,3.9,2.6,µmol,SEM
854,167,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,16702,NA,2,5,10,24,NA,hours,0,NA,0,NA,µmol,SEM
854,167,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,16702,NA,5,NA,NA,NA,NA,hours,0,NA,0,NA,µmol,SEM
854,167,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,16702,NA,10,NA,NA,NA,NA,hours,0,NA,0.1,NA,µmol,SEM
854,167,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,16702,NA,24,NA,NA,NA,NA,hours,0,NA,0.7,0.4,µmol,SEM
855,168,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,16702,NA,2,5,10,24,NA,hours,0,NA,0.1,NA,µmol,SEM
855,168,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,16702,NA,5,NA,NA,NA,NA,hours,0,NA,0.1,NA,µmol,SEM
855,168,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,16702,NA,10,NA,NA,NA,NA,hours,0,NA,0.1,NA,µmol,SEM
855,168,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,16702,NA,24,NA,NA,NA,NA,hours,0,NA,0.2,0.2,µmol,SEM
856,169,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,16702,NA,2,5,10,24,NA,hours,0,NA,2.9,NA,µmol,SEM
856,169,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,16702,NA,5,NA,NA,NA,NA,hours,0,NA,6.1,NA,µmol,SEM
856,169,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,16702,NA,10,NA,NA,NA,NA,hours,0,NA,9.9,NA,µmol,SEM
856,169,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,16702,NA,24,NA,NA,NA,NA,hours,0,NA,13,2,µmol,SEM
857,167,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16703,NA,2,5,10,24,NA,hours,0,NA,7.3,NA,µmol,SEM
857,167,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16703,NA,5,NA,NA,NA,NA,hours,0,NA,12.8,NA,µmol,SEM
857,167,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16703,NA,10,NA,NA,NA,NA,hours,0,NA,86,NA,µmol,SEM
857,167,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16703,NA,24,NA,NA,NA,NA,hours,0,NA,153,38,µmol,SEM
858,168,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16703,NA,2,5,10,24,NA,hours,0,NA,5.2,NA,µmol,SEM
858,168,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16703,NA,5,NA,NA,NA,NA,hours,0,NA,7.9,NA,µmol,SEM
858,168,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16703,NA,10,NA,NA,NA,NA,hours,0,NA,16.9,NA,µmol,SEM
858,168,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16703,NA,24,NA,NA,NA,NA,hours,0,NA,48,15,µmol,SEM
859,169,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16703,NA,2,5,10,24,NA,hours,0,NA,80,NA,µmol,SEM
859,169,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16703,NA,5,NA,NA,NA,NA,hours,0,NA,150,NA,µmol,SEM
859,169,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16703,NA,10,NA,NA,NA,NA,hours,0,NA,207,NA,µmol,SEM
859,169,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,16703,NA,24,NA,NA,NA,NA,hours,0,NA,271,106,µmol,SEM
860,167,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,16704,NA,2,5,10,24,NA,hours,0,NA,0.4,NA,µmol,SEM
860,167,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,16704,NA,5,NA,NA,NA,NA,hours,0,NA,0.9,NA,µmol,SEM
860,167,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,16704,NA,10,NA,NA,NA,NA,hours,0,NA,4.5,NA,µmol,SEM
860,167,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,16704,NA,24,NA,NA,NA,NA,hours,0,NA,11.7,2.6,µmol,SEM
861,169,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,16704,NA,2,5,10,24,NA,hours,0,NA,4.3,NA,µmol,SEM
861,169,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,16704,NA,5,NA,NA,NA,NA,hours,0,NA,8.9,NA,µmol,SEM
861,169,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,16704,NA,10,NA,NA,NA,NA,hours,0,NA,12.5,NA,µmol,SEM
861,169,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,16704,NA,24,NA,NA,NA,NA,hours,0,NA,18,7,µmol,SEM
862,167,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,16705,NA,2,5,10,24,NA,hours,0,NA,5.5,NA,µmol,SEM
862,167,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,16705,NA,5,NA,NA,NA,NA,hours,0,NA,9.9,NA,µmol,SEM
862,167,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,16705,NA,10,NA,NA,NA,NA,hours,0,NA,62,NA,µmol,SEM
862,167,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,16705,NA,24,NA,NA,NA,NA,hours,0,NA,155,53,µmol,SEM
863,168,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,16705,NA,2,5,10,24,NA,hours,0,NA,15.1,NA,µmol,SEM
863,168,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,16705,NA,5,NA,NA,NA,NA,hours,0,NA,20.9,NA,µmol,SEM
863,168,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,16705,NA,10,NA,NA,NA,NA,hours,0,NA,23.8,NA,µmol,SEM
863,168,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,16705,NA,24,NA,NA,NA,NA,hours,0,NA,39.4,15.2,µmol,SEM
864,169,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,16705,NA,2,5,10,24,NA,hours,0,NA,27,NA,µmol,SEM
864,169,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,16705,NA,5,NA,NA,NA,NA,hours,0,NA,56,NA,µmol,SEM
864,169,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,16705,NA,10,NA,NA,NA,NA,hours,0,NA,82,NA,µmol,SEM
864,169,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,16705,NA,24,NA,NA,NA,NA,hours,0,NA,137,57,µmol,SEM
865,167,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,16706,NA,2,5,10,24,NA,hours,0,NA,0.1,NA,µmol,SEM
865,167,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,16706,NA,5,NA,NA,NA,NA,hours,0,NA,0.4,NA,µmol,SEM
865,167,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,16706,NA,10,NA,NA,NA,NA,hours,0,NA,5.9,NA,µmol,SEM
865,167,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,16706,NA,24,NA,NA,NA,NA,hours,0,NA,17.2,4.2,µmol,SEM
866,168,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,16706,NA,2,5,10,24,NA,hours,0,NA,0.3,NA,µmol,SEM
866,168,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,16706,NA,5,NA,NA,NA,NA,hours,0,NA,0.6,NA,µmol,SEM
